CINUM,CINAME,DESCRIPTION,CLASSSTRUCTUREID,CMDB,STATUS,MAINIPLB
F5VIP-10.19.38.71: 8080,F5VIP-10.19.38.71: 8080,Booking_Portal_BE_VIP_8080,CMDB-IP-F5VIP,1,OPERATING,10.19.38.71
F5VIP-10.19.37.217: 8080,F5VIP-10.19.37.217: 8080,Booking_Sim_FE_VIP_8080,CMDB-IP-F5VIP,1,OPERATING,10.19.37.217
F5VIP-10.19.255.217: 8080,F5VIP-10.19.255.217: 8080,BookingPortal_FE_VIP_8080,CMDB-IP-F5VIP,1,OPERATING,10.19.255.217
F5VIP-10.19.57.196: 443,F5VIP-10.19.57.196: 443,BossHelper_EBU_API_443,CMDB-IP-F5VIP,1,OPERATING,10.19.57.196
F5VIP-10.19.57.196: 8443,F5VIP-10.19.57.196: 8443,BossHelper_EBU_API_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.57.196
F5VIP-10.19.17.228: 443,F5VIP-10.19.17.228: 443,Boxes-cabinets-API-Prod_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.17.228
F5VIP-10.19.17.228: 8443,F5VIP-10.19.17.228: 8443,Boxes-cabinets-API-Prod_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.17.228
F5VIP-10.19.17.196: 443,F5VIP-10.19.17.196: 443,Boxes-cabinets-FE-Prod_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.17.196
F5VIP-10.20.129.60: 17800,F5VIP-10.20.129.60: 17800,Broker_Pro-VIP-17800,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17801,F5VIP-10.20.129.60: 17801,Broker_Pro-VIP-17801,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17802,F5VIP-10.20.129.60: 17802,Broker_Pro-VIP-17802,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17803,F5VIP-10.20.129.60: 17803,Broker_Pro-VIP-17803,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17804,F5VIP-10.20.129.60: 17804,Broker_Pro-VIP-17804,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17805,F5VIP-10.20.129.60: 17805,Broker_Pro-VIP-17805,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17806,F5VIP-10.20.129.60: 17806,Broker_Pro-VIP-17806,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17807,F5VIP-10.20.129.60: 17807,Broker_Pro-VIP-17807,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17808,F5VIP-10.20.129.60: 17808,Broker_Pro-VIP-17808,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17809,F5VIP-10.20.129.60: 17809,Broker_Pro-VIP-17809,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17810,F5VIP-10.20.129.60: 17810,Broker_Pro-VIP-17810,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17811,F5VIP-10.20.129.60: 17811,Broker_Pro-VIP-17811,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17812,F5VIP-10.20.129.60: 17812,Broker_Pro-VIP-17812,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17814,F5VIP-10.20.129.60: 17814,Broker_Pro-VIP-17814,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17815,F5VIP-10.20.129.60: 17815,Broker_Pro-VIP-17815,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17816,F5VIP-10.20.129.60: 17816,Broker_Pro-VIP-17816,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17817,F5VIP-10.20.129.60: 17817,Broker_Pro-VIP-17817,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17818,F5VIP-10.20.129.60: 17818,Broker_Pro-VIP-17818,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17819,F5VIP-10.20.129.60: 17819,Broker_Pro-VIP-17819,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17820,F5VIP-10.20.129.60: 17820,Broker_Pro-VIP-17820,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17821,F5VIP-10.20.129.60: 17821,Broker_Pro-VIP-17821,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17822,F5VIP-10.20.129.60: 17822,Broker_Pro-VIP-17822,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17823,F5VIP-10.20.129.60: 17823,Broker_Pro-VIP-17823,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17824,F5VIP-10.20.129.60: 17824,Broker_Pro-VIP-17824,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17825,F5VIP-10.20.129.60: 17825,Broker_Pro-VIP-17825,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17826,F5VIP-10.20.129.60: 17826,Broker_Pro-VIP-17826,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17827,F5VIP-10.20.129.60: 17827,Broker_Pro-VIP-17827,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17828,F5VIP-10.20.129.60: 17828,Broker_Pro-VIP-17828,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17829,F5VIP-10.20.129.60: 17829,Broker_Pro-VIP-17829,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17830,F5VIP-10.20.129.60: 17830,Broker_Pro-VIP-17830,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17831,F5VIP-10.20.129.60: 17831,Broker_Pro-VIP-17831,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17832,F5VIP-10.20.129.60: 17832,Broker_Pro-VIP-17832,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17833,F5VIP-10.20.129.60: 17833,Broker_Pro-VIP-17833,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17834,F5VIP-10.20.129.60: 17834,Broker_Pro-VIP-17834,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17835,F5VIP-10.20.129.60: 17835,Broker_Pro-VIP-17835,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17836,F5VIP-10.20.129.60: 17836,Broker_Pro-VIP-17836,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17837,F5VIP-10.20.129.60: 17837,Broker_Pro-VIP-17837,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17838,F5VIP-10.20.129.60: 17838,Broker_Pro-VIP-17838,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17839,F5VIP-10.20.129.60: 17839,Broker_Pro-VIP-17839,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17840,F5VIP-10.20.129.60: 17840,Broker_Pro-VIP-17840,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17841,F5VIP-10.20.129.60: 17841,Broker_Pro-VIP-17841,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17842,F5VIP-10.20.129.60: 17842,Broker_Pro-VIP-17842,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17843,F5VIP-10.20.129.60: 17843,Broker_Pro-VIP-17843,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17844,F5VIP-10.20.129.60: 17844,Broker_Pro-VIP-17844,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17845,F5VIP-10.20.129.60: 17845,Broker_Pro-VIP-17845,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17846,F5VIP-10.20.129.60: 17846,Broker_Pro-VIP-17846,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17847,F5VIP-10.20.129.60: 17847,Broker_Pro-VIP-17847,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17848,F5VIP-10.20.129.60: 17848,Broker_Pro-VIP-17848,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17849,F5VIP-10.20.129.60: 17849,Broker_Pro-VIP-17849,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 17850,F5VIP-10.20.129.60: 17850,Broker_Pro-VIP-17850,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.60: 19826,F5VIP-10.20.129.60: 19826,Broker_Pro-VIP-19826,CMDB-IP-F5VIP,1,OPERATING,10.20.129.60
F5VIP-10.20.129.109: 17848,F5VIP-10.20.129.109: 17848,Broker-ENU-VIP-17848,CMDB-IP-F5VIP,1,OPERATING,10.20.129.109
F5VIP-10.19.26.68: 443,F5VIP-10.19.26.68: 443,Business_Process_Manag_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.26.68
F5VIP-10.19.26.68: 80,F5VIP-10.19.26.68: 80,Business_Process_Manag_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.26.68
F5VIP-10.19.245.24: 443,F5VIP-10.19.245.24: 443,Captch-FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.24
F5VIP-10.190.4.199: 3443,F5VIP-10.190.4.199: 3443,CC-API-Prd-ATS_VIP_3443,CMDB-IP-F5VIP,1,OPERATING,10.190.4.199
F5VIP-10.190.4.199: 443,F5VIP-10.190.4.199: 443,CC-API-Prd-ATS_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.190.4.199
F5VIP-10.190.4.199: 4443,F5VIP-10.190.4.199: 4443,CC-API-Prd-ATS_VIP_4443,CMDB-IP-F5VIP,1,OPERATING,10.190.4.199
F5VIP-10.190.4.199: 8443,F5VIP-10.190.4.199: 8443,CC-API-Prd-CSI_ECH_vip_8443,CMDB-IP-F5VIP,1,OPERATING,10.190.4.199
F5VIP-10.190.6.199: 443,F5VIP-10.190.6.199: 443,CC-Engn-Prd-ATS_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.199
F5VIP-10.190.6.199: 8443,F5VIP-10.190.6.199: 8443,CC-Engn-Prd-ECH-CSI_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.199
F5VIP-10.190.6.39: 3443,F5VIP-10.190.6.39: 3443,CC-FE-Prd-ATS_VIP_3443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 7080,F5VIP-10.190.6.39: 7080,CC-FE-Prd-CallRecords_VIP_7080,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 6443,F5VIP-10.190.6.39: 6443,CC-FE-Prd-FeildOperationPortal_VIP_6443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 8090,F5VIP-10.190.6.39: 8090,CC-FE-Prd-IVRDashboard_VIP_8090,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 5443,F5VIP-10.190.6.39: 5443,CC-FE-Prd-IVRIntegrationPo_VIP_5443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 7443,F5VIP-10.190.6.39: 7443,CC-FE-Prd-IVRPortal_VIP_7443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 80,F5VIP-10.190.6.39: 80,CC-FE-Prd-Old_ATS_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 9443,F5VIP-10.190.6.39: 9443,CC-FE-Prd-Outbound_VIP_9443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 443,F5VIP-10.190.6.39: 443,CC-FE-Prd-Portal_ATS_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 8443,F5VIP-10.190.6.39: 8443,CC-FE-Prd-Portal_CSI_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.6.39: 4443,F5VIP-10.190.6.39: 4443,CC-FE-Prd-Portal_ECH_VIP_4443,CMDB-IP-F5VIP,1,OPERATING,10.190.6.39
F5VIP-10.190.130.118: 443,F5VIP-10.190.130.118: 443,CC-WEB-API-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.190.130.118
F5VIP-10.20.127.36: 443,F5VIP-10.20.127.36: 443,CDR-API-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.20.127.36
F5VIP-10.19.35.62: 443,F5VIP-10.19.35.62: 443,Chat-bot_BE_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.35.62
F5VIP-10.19.251.102: 443,F5VIP-10.19.251.102: 443,Chat-bot_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.251.102
F5VIP-10.19.251.102: 80,F5VIP-10.19.251.102: 80,Chat-bot_FE_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.251.102
F5VIP-10.19.25.112: 443,F5VIP-10.19.25.112: 443,ChatBot_New_prod_env_VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.112
F5VIP-10.19.25.112: 80,F5VIP-10.19.25.112: 80,ChatBot_New_prod_env_VIP-80,CMDB-IP-F5VIP,1,OPERATING,10.19.25.112
F5VIP-10.19.25.212: 443,F5VIP-10.19.25.212: 443,ChatBot_New_test_env-Pool-443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.212
F5VIP-10.19.25.212: 80,F5VIP-10.19.25.212: 80,ChatBot_New_test_env-Pool-80,CMDB-IP-F5VIP,1,OPERATING,10.19.25.212
F5VIP-10.19.37.180: 443,F5VIP-10.19.37.180: 443,ChatBot_OrchBE_pro_VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.37.180
F5VIP-10.19.37.180: 80,F5VIP-10.19.37.180: 80,ChatBot_OrchBE_pro_VIP-80,CMDB-IP-F5VIP,1,OPERATING,10.19.37.180
F5VIP-10.19.37.180: 9443,F5VIP-10.19.37.180: 9443,ChatBot_OrchBE_pro_VIP-9443,CMDB-IP-F5VIP,1,OPERATING,10.19.37.180
F5VIP-10.19.255.100: 443,F5VIP-10.19.255.100: 443,Chatbot_OrchFE_pro_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.255.100
F5VIP-10.19.255.100: 80,F5VIP-10.19.255.100: 80,Chatbot_OrchFE_pro_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.255.100
F5VIP-10.19.25.69: 22623,F5VIP-10.19.25.69: 22623,ChatBot_prod_env_VIP-22623,CMDB-IP-F5VIP,1,OPERATING,10.19.25.69
F5VIP-10.19.25.70: 443,F5VIP-10.19.25.70: 443,ChatBot_prod_env_VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.70
F5VIP-10.19.25.69: 6443,F5VIP-10.19.25.69: 6443,ChatBot_prod_env_VIP-6443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.69
F5VIP-10.19.25.70: 80,F5VIP-10.19.25.70: 80,ChatBot_prod_env_VIP-80,CMDB-IP-F5VIP,1,OPERATING,10.19.25.70
F5VIP-10.19.25.200: 443,F5VIP-10.19.25.200: 443,ChatBot_test_env-Pool-443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.200
F5VIP-10.19.25.199: 22623,F5VIP-10.19.25.199: 22623,ChatBot_test_env-VIP-22623,CMDB-IP-F5VIP,1,OPERATING,10.19.25.199
F5VIP-10.19.25.199: 6443,F5VIP-10.19.25.199: 6443,ChatBot_test_env-VIP-6443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.199
F5VIP-10.19.25.200: 80,F5VIP-10.19.25.200: 80,ChatBot_test_env-VIP-80,CMDB-IP-F5VIP,1,OPERATING,10.19.25.200
F5VIP-10.19.28.192: 443,F5VIP-10.19.28.192: 443,Cleansing-Portal-Admin-FE-Prod-APP-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.28.192
F5VIP-10.19.28.160: 443,F5VIP-10.19.28.160: 443,Cleansing-Portal-Technician-FE-API-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.28.160
F5VIP-10.20.21.104: 443,F5VIP-10.20.21.104: 443,CMS_Tst_BE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.20.21.104
F5VIP-10.20.21.104: 8443,F5VIP-10.20.21.104: 8443,CMS_Tst_BE_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.20.21.104
F5VIP-10.20.21.70: 443,F5VIP-10.20.21.70: 443,CMS_Tst_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.20.21.70
F5VIP-10.20.21.70: 8443,F5VIP-10.20.21.70: 8443,CMS_Tst_FE_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.20.21.70
F5VIP-10.19.57.40: 443,F5VIP-10.19.57.40: 443,CMS-BE-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.57.40
F5VIP-10.19.57.40: 8443,F5VIP-10.19.57.40: 8443,CMS-BE-VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.57.40
F5VIP-10.19.245.230: 443,F5VIP-10.19.245.230: 443,CMS-FE-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.230
F5VIP-10.19.245.230: 8443,F5VIP-10.19.245.230: 8443,CMS-FE-VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.230
F5VIP-10.22.75.165: 443,F5VIP-10.22.75.165: 443,CMS-GDR-BE-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.22.75.165
F5VIP-10.22.246.135: 443,F5VIP-10.22.246.135: 443,CMS-GDR-FE-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.22.246.135
F5VIP-10.19.249.232: 80,F5VIP-10.19.249.232: 80,CompRedirect_FE-VIP-80,CMDB-IP-F5VIP,1,OPERATING,10.19.249.232
F5VIP-10.19.71.36: 19005,F5VIP-10.19.71.36: 19005,Consumption-API_Prod_FBB_19005,CMDB-IP-F5VIP,1,OPERATING,10.19.71.36
F5VIP-10.19.89.139: 443,F5VIP-10.19.89.139: 443,Customer_Journey_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.89.139
F5VIP-10.19.30.138: 443,F5VIP-10.19.30.138: 443,Customer_Outage_IVR_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.30.138
F5VIP-10.19.30.138: 8443,F5VIP-10.19.30.138: 8443,Customer_Outage_Remedy_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.30.138
F5VIP-10.19.30.138: 80,F5VIP-10.19.30.138: 80,Customer_Outage_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.30.138
F5VIP-10.19.30.138: 8444,F5VIP-10.19.30.138: 8444,Customer_Outage_VIP_8444,CMDB-IP-F5VIP,1,OPERATING,10.19.30.138
F5VIP-10.19.23.50: 443,F5VIP-10.19.23.50: 443,Customer360_BE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.23.50
F5VIP-10.19.23.50: 80,F5VIP-10.19.23.50: 80,Customer360_BE_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.23.50
F5VIP-10.19.46.67: 80,F5VIP-10.19.46.67: 80,Customer360_FE_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.46.67
F5VIP-10.19.32.10: 443,F5VIP-10.19.32.10: 443,Customer360_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.32.10
F5VIP-10.19.32.10: 80,F5VIP-10.19.32.10: 80,Customer360_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.32.10
F5VIP-10.19.193.10: 80,F5VIP-10.19.193.10: 80,CVM-Kiosek,CMDB-IP-F5VIP,1,OPERATING,10.19.193.10
F5VIP-10.19.193.10: 443,F5VIP-10.19.193.10: 443,CVM-Kiosek_Vip_443,CMDB-IP-F5VIP,1,OPERATING,10.19.193.10
F5VIP-10.19.193.10: 8098,F5VIP-10.19.193.10: 8098,CVM-Kiosek_Vip_8098,CMDB-IP-F5VIP,1,OPERATING,10.19.193.10
F5VIP-10.19.193.10: 8125,F5VIP-10.19.193.10: 8125,CVM-Kiosek_Vip_8125,CMDB-IP-F5VIP,1,OPERATING,10.19.193.10
F5VIP-10.19.248.116: 443,F5VIP-10.19.248.116: 443,DigitalReceipt_App_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.248.116
F5VIP-10.22.76.40: 443,F5VIP-10.22.76.40: 443,DR-FCC-BE-Prod-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.22.76.40
F5VIP-10.22.246.70: 443,F5VIP-10.22.246.70: 443,DR-WEPG_WEB_2710_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.22.246.70
F5VIP-10.19.245.70: 12920,F5VIP-10.19.245.70: 12920,Ecare-Srvc-FE_VIP_12920,CMDB-IP-F5VIP,1,OPERATING,10.19.245.70
F5VIP-10.19.245.70: 443,F5VIP-10.19.245.70: 443,Ecare-Srvc-FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.70
F5VIP-10.19.245.70: 7443,F5VIP-10.19.245.70: 7443,Ecare-Srvc-FE_VIP_7443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.70
F5VIP-10.19.245.70: 8443,F5VIP-10.19.245.70: 8443,Ecare-Srvc-FE_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.70
F5VIP-10.19.245.70: 9443,F5VIP-10.19.245.70: 9443,Ecare-Srvc-FE_VIP_9443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.70
F5VIP-10.19.57.136: 443,F5VIP-10.19.57.136: 443,ECRM-APP-Prod_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.57.136
F5VIP-10.19.57.180: 443,F5VIP-10.19.57.180: 443,ECRM-Reporting-Prod_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.57.180
F5VIP-10.19.187.199: 443,F5VIP-10.19.187.199: 443,E-Invoice-TAX-Back-ext-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.187.199
F5VIP-10.19.187.198: 443,F5VIP-10.19.187.198: 443,E-Invoice-TAX-Back-int-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.187.198
F5VIP-10.19.187.198: 444,F5VIP-10.19.187.198: 444,E-Invoice-TAX-Back-int-VIP-444,CMDB-IP-F5VIP,1,OPERATING,10.19.187.198
F5VIP-10.19.187.138: 443,F5VIP-10.19.187.138: 443,E-Invoice-TAX-Collector-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.187.138
F5VIP-10.19.187.137: 443,F5VIP-10.19.187.137: 443,E-Invoice-TAX-FE-WEB-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.187.137
F5VIP-10.19.187.136: 443,F5VIP-10.19.187.136: 443,E-Invoice-TAX-reporting-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.187.136
F5VIP-10.19.249.164: 443,F5VIP-10.19.249.164: 443,E-Invoice-TAX-submit-un-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.249.164
F5VIP-10.19.250.14: 80,F5VIP-10.19.250.14: 80,Epayment-Test-Web,CMDB-IP-F5VIP,1,OPERATING,10.19.250.14
F5VIP-10.19.250.14: 443,F5VIP-10.19.250.14: 443,Epayment-Test-Web_vip_443,CMDB-IP-F5VIP,1,OPERATING,10.19.250.14
F5VIP-10.19.251.14: 80,F5VIP-10.19.251.14: 80,Epayment-Web_HTTP,CMDB-IP-F5VIP,1,OPERATING,10.19.251.14
F5VIP-10.19.251.14: 443,F5VIP-10.19.251.14: 443,Epayment-Web_HTTPS,CMDB-IP-F5VIP,1,OPERATING,10.19.251.14
F5VIP-10.19.47.68: 443,F5VIP-10.19.47.68: 443,E-Receipt-FE-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.47.68
F5VIP-10.19.248.148: 443,F5VIP-10.19.248.148: 443,EReciept-ETA-API-Prod-VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.248.148
F5VIP-10.19.47.85: 443,F5VIP-10.19.47.85: 443,EReciept-ETA-BE-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.47.85
F5VIP-10.19.151.35: 993,F5VIP-10.19.151.35: 993,Exchange_2019_IMAP_VIP_993,CMDB-IP-F5VIP,1,OPERATING,10.19.151.35
F5VIP-10.19.151.35: 110,F5VIP-10.19.151.35: 110,Exchange_2019_POP3_VIP_110,CMDB-IP-F5VIP,1,OPERATING,10.19.151.35
F5VIP-10.19.151.35: 995,F5VIP-10.19.151.35: 995,Exchange_2019_POP3_VIP_995,CMDB-IP-F5VIP,1,OPERATING,10.19.151.35
F5VIP-10.19.151.60: 143,F5VIP-10.19.151.60: 143,Exchange_IMAP_VIP_143,CMDB-IP-F5VIP,1,OPERATING,10.19.151.60
F5VIP-10.19.151.60: 993,F5VIP-10.19.151.60: 993,Exchange_IMAP_VIP_993,CMDB-IP-F5VIP,1,OPERATING,10.19.151.60
F5VIP-10.19.151.60: 110,F5VIP-10.19.151.60: 110,Exchange_POP3_VIP_110,CMDB-IP-F5VIP,1,OPERATING,10.19.151.60
F5VIP-10.19.151.60: 995,F5VIP-10.19.151.60: 995,Exchange_POP3_VIP_995,CMDB-IP-F5VIP,1,OPERATING,10.19.151.60
F5VIP-10.19.151.120: 25,F5VIP-10.19.151.120: 25,Exchange_SMTP_VIP_25,CMDB-IP-F5VIP,1,OPERATING,10.19.151.120
F5VIP-10.19.254.25: 25,F5VIP-10.19.254.25: 25,Exchange-FrontEnd_2019_VIP_25,CMDB-IP-F5VIP,1,OPERATING,10.19.254.25
F5VIP-10.19.254.30: 587,F5VIP-10.19.254.30: 587,Exchange-FrontEnd_587_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.254.30
F5VIP-10.19.254.30: 25,F5VIP-10.19.254.30: 25,Exchange-FrontEnd_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.254.30
F5VIP-10.19.245.104: 443,F5VIP-10.19.245.104: 443,EXT-AgentWiki_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.245.104
F5VIP-10.20.128.235: 443,F5VIP-10.20.128.235: 443,External-Channel-Prod_VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.20.128.235
F5VIP-10.20.128.227: 443,F5VIP-10.20.128.227: 443,Externl_Channel-test-443,CMDB-IP-F5VIP,1,OPERATING,10.20.128.227
F5VIP-10.20.128.227: 80,F5VIP-10.20.128.227: 80,Externl_Channel-test-80,CMDB-IP-F5VIP,1,OPERATING,10.20.128.227
