CINUM,CINAME,DESCRIPTION,CLASSSTRUCTUREID,CMDB,STATUS,MAINIPLB
F5VIP-10.19.86.228: 6000,F5VIP-10.19.86.228: 6000,TTCSA_Test_APP_ex_users_VIP_6000,CMDB-IP-F5VIP,1,OPERATING,10.19.86.228
F5VIP-10.19.86.228: 8008,F5VIP-10.19.86.228: 8008,TTCSA_Test_APP_ex_users_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.86.228
F5VIP-10.19.67.100: 443,F5VIP-10.19.67.100: 443,TTCSA_Test_App_integrations_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.67.100
F5VIP-10.19.67.100: 6000,F5VIP-10.19.67.100: 6000,TTCSA_Test_App_integrations_VIP_6000,CMDB-IP-F5VIP,1,OPERATING,10.19.67.100
F5VIP-10.19.67.84: 443,F5VIP-10.19.67.84: 443,TTCSA_Test_APP_internal_users_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.67.84
F5VIP-10.19.67.84: 6000,F5VIP-10.19.67.84: 6000,TTCSA_Test_APP_internal_users_VIP_6000,CMDB-IP-F5VIP,1,OPERATING,10.19.67.84
F5VIP-10.19.67.52: 6000,F5VIP-10.19.67.52: 6000,TTCSA_Test_App_reporting_VIP_6000,CMDB-IP-F5VIP,1,OPERATING,10.19.67.52
F5VIP-10.19.67.36: 443,F5VIP-10.19.67.36: 443,TTCSA_Test_We_reporting_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.67.36
F5VIP-10.19.246.148: 443,F5VIP-10.19.246.148: 443,TTCSA_Test_web_ex_users_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.246.148
F5VIP-10.19.246.148: 80,F5VIP-10.19.246.148: 80,TTCSA_Test_web_ex_users_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.246.148
F5VIP-10.19.67.20: 443,F5VIP-10.19.67.20: 443,TTCSA_Test_web_integration_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.67.20
F5VIP-10.19.67.3: 443,F5VIP-10.19.67.3: 443,TTCSA_Test_Web_Internal_users_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.67.3
F5VIP-10.19.194.200: 80,F5VIP-10.19.194.200: 80,TT-SQLSSRS-VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.194.200
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,UAT-Web_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.38.180
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,UAT-Web_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.38.180
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,UAT-Web_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.38.180
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,UAT-Web_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.38.180
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,UAT-Web_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.38.180
F5VIP-10.19.38.180: 80,F5VIP-10.19.38.180: 80,UAT-Web_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.38.180
F5VIP-10.20.129.20: 80,F5VIP-10.20.129.20: 80,Web-Servers_VIP,CMDB-IP-F5VIP,1,OPERATING,10.20.129.20
F5VIP-10.20.129.20: 443,F5VIP-10.20.129.20: 443,Web-Servers_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.20.129.20
F5VIP-10.19.246.105: 443,F5VIP-10.19.246.105: 443,WEPG-FE_490_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.246.105
F5VIP-10.19.135.140: 443,F5VIP-10.19.135.140: 443,WFM_integrat_VIP_433,CMDB-IP-F5VIP,1,OPERATING,10.19.135.140
F5VIP-10.19.135.115: 443,F5VIP-10.19.135.115: 443,WFM_MDM_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.135.115
F5VIP-10.19.35.74: 443,F5VIP-10.19.35.74: 443,WFM_Staging_test_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.35.74
F5VIP-10.19.35.74: 8013,F5VIP-10.19.35.74: 8013,WFM_Staging_test_VIP_8013,CMDB-IP-F5VIP,1,OPERATING,10.19.35.74
F5VIP-10.19.135.110: 443,F5VIP-10.19.135.110: 443,WFM_user_VIP_433,CMDB-IP-F5VIP,1,OPERATING,10.19.135.110
F5VIP-10.19.20.103: 443,F5VIP-10.19.20.103: 443,WFP_Prd_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.20.103
F5VIP-10.19.63.21: 443,F5VIP-10.19.63.21: 443,WIKI-SharePoint_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.19.63.21: 5443,F5VIP-10.19.63.21: 5443,WIKI-SharePoint_VIP_5443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.19.63.21: 6443,F5VIP-10.19.63.21: 6443,WIKI-SharePoint_VIP_6443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.19.63.21: 7443,F5VIP-10.19.63.21: 7443,WIKI-SharePoint_VIP_7443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.19.63.21: 80,F5VIP-10.19.63.21: 80,WIKI-SharePoint_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.19.63.21: 8443,F5VIP-10.19.63.21: 8443,WIKI-SharePoint_VIP_8443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.19.63.21: 9443,F5VIP-10.19.63.21: 9443,WIKI-SharePoint_VIP_9443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.21
F5VIP-10.20.20.88: 443,F5VIP-10.20.20.88: 443,WRM-Test_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.20.20.88
F5VIP-10.20.20.88: 80,F5VIP-10.20.20.88: 80,WRM-Test_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.20.20.88
F5VIP-10.19.245.50: 443,F5VIP-10.19.245.50: 443,WWP-Franchise-FE_443_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.245.50
F5VIP-10.19.246.180: 443,F5VIP-10.19.246.180: 443,Xceed_Website_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.246.180
F5VIP-10.19.172.71: 443,F5VIP-10.19.172.71: 443,Xceed-Oracle-ERP-Preprod-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.172.71
F5VIP-10.19.20.69: 443,F5VIP-10.19.20.69: 443,Xceed-Oracle-ERP-VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.20.69
